,Gastrocnemius,Tibialis Anterior,Soleus,Vastus Medialis,Vastus Lateralis,Rectus Femoris,Biceps Femoris,Semitendinosus,Gracilis,Gluteus Medius
0,0.05201953,0.4387926,0.114230976,0.43387756,0.45341825,0.3848636,0.2285323,0.22855653,0.24864776,0.37060156
1,0.05525477,0.561684,0.12660092,0.5181326,0.4624934,0.43018913,0.21714854,0.23651133,0.28822497,0.46161726
2,0.060794532,0.6459689,0.1654056,0.6696149,0.52354634,0.5073932,0.26876,0.29163066,0.30950665,0.46324894
3,0.07061916,0.5650893,0.17720468,0.7585043,0.6280967,0.58459556,0.23840605,0.25910974,0.3316491,0.5142569
4,0.08718705,0.4634651,0.1802865,0.74068594,0.5949456,0.61605996,0.18628679,0.2090849,0.34729284,0.44929838
5,0.09613702,0.4045245,0.18851043,0.6540987,0.5253526,0.6185789,0.16127293,0.16468534,0.35466492,0.3817696
6,0.08435456,0.36117864,0.17301866,0.5819724,0.4477165,0.57260484,0.18499388,0.18694983,0.35145533,0.27364224
7,0.06894017,0.28057638,0.15424636,0.51724094,0.3908545,0.5001729,0.19197652,0.15881975,0.3501607,0.22240084
8,0.074967355,0.21498857,0.17431095,0.3949639,0.28016025,0.390993,0.1862878,0.13582698,0.29918483,0.14896432
9,0.06841236,0.16928023,0.18226957,0.32036623,0.2266165,0.32379135,0.18148859,0.12899981,0.24065337,0.10385538
10,0.06319269,0.14163624,0.1796242,0.26636192,0.20058303,0.2883116,0.18688878,0.12489844,0.19659431,0.08815495
11,0.07433425,0.12780283,0.20173943,0.22672182,0.17931998,0.26020914,0.19353297,0.11940234,0.16756973,0.081543624
12,0.07934409,0.11667046,0.21566042,0.18827951,0.15658236,0.22713695,0.1895161,0.11497781,0.14333493,0.07114857
13,0.08705233,0.11817563,0.2223981,0.15657525,0.14204852,0.19686747,0.18312423,0.11641757,0.12998131,0.06600181
14,0.097835414,0.1290422,0.22758108,0.12619655,0.12805015,0.17101811,0.17169356,0.11284786,0.1226294,0.066245824
15,0.1141423,0.1372189,0.22881109,0.098956235,0.11102714,0.1475577,0.15835056,0.10922432,0.119339846,0.06867505
16,0.13932055,0.13168572,0.23278227,0.07923048,0.10567719,0.1359705,0.12791027,0.103995,0.11088161,0.07319572
17,0.15721059,0.1370465,0.24016133,0.07457367,0.109894656,0.14075486,0.105203286,0.098616585,0.10480352,0.08343485
18,0.16121797,0.13876058,0.2384442,0.069604315,0.103904165,0.13277286,0.09331056,0.09218854,0.10112121,0.08820396
19,0.16658185,0.1449044,0.2404414,0.07256658,0.10391575,0.1347867,0.08630065,0.0851509,0.1002395,0.09807118
20,0.1695544,0.15111502,0.24000555,0.07078994,0.09781605,0.13425246,0.07970968,0.07693032,0.099876724,0.10355062
21,0.17665468,0.15163536,0.23924394,0.06725481,0.09366136,0.13365501,0.07548381,0.06852502,0.10144077,0.102452576
22,0.18661028,0.14566538,0.2429675,0.06618969,0.09427587,0.13412906,0.07571131,0.06397518,0.104466766,0.10424761
23,0.19923027,0.13408792,0.25686172,0.06682366,0.096441224,0.1320331,0.07764668,0.06252962,0.10283293,0.111899376
24,0.21648322,0.11999804,0.2838639,0.06936851,0.100660674,0.13094956,0.07895509,0.063313045,0.098260134,0.123532705
25,0.23879926,0.10949898,0.32438526,0.07193437,0.10522946,0.13205767,0.08164695,0.066862196,0.09639466,0.13898128
26,0.273872,0.10521337,0.36695623,0.07586938,0.10757252,0.13153215,0.0863193,0.072581224,0.09839258,0.15412587
27,0.31644315,0.10821778,0.4050783,0.082450494,0.11053464,0.13285826,0.09113954,0.07923232,0.10538534,0.16942489
28,0.36468792,0.11184541,0.43757316,0.086136475,0.11364384,0.13371587,0.0970057,0.08732543,0.109657,0.18888214
29,0.4155853,0.113165535,0.47374344,0.08700531,0.11236302,0.13080814,0.10244762,0.09480787,0.1115415,0.20778126
30,0.48092806,0.11534602,0.5202033,0.08802216,0.10909904,0.1284456,0.103659324,0.1012889,0.11621319,0.23216946
31,0.5642415,0.11687502,0.57468706,0.0845015,0.10285002,0.12510513,0.101132356,0.10396573,0.12498468,0.25425035
32,0.6330634,0.12354693,0.63107955,0.08014385,0.10047437,0.123617865,0.10332861,0.10563321,0.124385595,0.26711383
33,0.7034149,0.13547443,0.6959569,0.07949852,0.10680438,0.12700377,0.113112815,0.10950521,0.11931248,0.27448633
34,0.78801507,0.141791,0.77707624,0.08167717,0.11838244,0.12797631,0.12660803,0.11512322,0.11452806,0.2956263
35,0.84269905,0.15485743,0.8536745,0.08359096,0.1300266,0.13216577,0.15538359,0.12831363,0.111975595,0.3174388
36,0.8744799,0.16106115,0.9062135,0.08503845,0.13539393,0.12734136,0.16899359,0.14142503,0.10964767,0.31019813
37,0.864608,0.16328676,0.92326427,0.09662231,0.15016067,0.12863716,0.18315063,0.1537742,0.13159779,0.29147008
38,0.84212315,0.17190333,0.91916054,0.10203701,0.15514433,0.12969223,0.18368101,0.15763335,0.1719653,0.2732198
39,0.81929666,0.17543852,0.90672636,0.11038998,0.15997902,0.1281914,0.1869501,0.1586289,0.21921815,0.25261125
40,0.77831614,0.18411085,0.88237065,0.110851124,0.1504656,0.11800453,0.19786395,0.15927586,0.2978346,0.21716785
41,0.6937749,0.19295074,0.82666796,0.10227817,0.14023674,0.11056986,0.20355918,0.15609802,0.41432253,0.17336476
42,0.60501516,0.17219162,0.7662673,0.087699205,0.12221268,0.09643106,0.19299169,0.14763853,0.52204,0.1430126
43,0.5302353,0.15915428,0.70936173,0.07682711,0.098730095,0.07927571,0.1737295,0.14159508,0.6289532,0.12277738
44,0.40432945,0.1444986,0.5847525,0.06929377,0.072296396,0.055757407,0.15402712,0.13594161,0.7239933,0.111156374
45,0.28856325,0.1112785,0.44611138,0.059218895,0.05301464,0.04080792,0.13579638,0.13045289,0.7913976,0.10178683
46,0.21828492,0.099362284,0.3355051,0.060677625,0.05657634,0.04443299,0.12894696,0.14188552,0.81334007,0.11615625
47,0.14133444,0.07608695,0.23960067,0.057546813,0.057642564,0.048962124,0.124857046,0.15118396,0.82524025,0.11759456
48,0.07853254,0.054826446,0.16528408,0.052109532,0.050243914,0.04962436,0.13412298,0.15862425,0.8185334,0.1193735
49,0.043559488,0.05379111,0.10674272,0.05305623,0.04665955,0.050643936,0.14210565,0.17997798,0.79319924,0.120152324
50,0.032190453,0.059082657,0.061491553,0.057919256,0.049011394,0.058123767,0.15180528,0.198588,0.7355459,0.11006546
51,0.04055555,0.086825915,0.04612111,0.070538305,0.05571167,0.07503142,0.16306746,0.22762747,0.65718544,0.1071439
52,0.040704962,0.12499562,0.034023188,0.06505364,0.053636115,0.08624998,0.15297428,0.21253717,0.6018983,0.08906819
53,0.040753484,0.16850734,0.035734225,0.06602999,0.05931622,0.106493674,0.13898742,0.17603146,0.5105286,0.09119376
54,0.044697057,0.2083745,0.044439796,0.064019315,0.059084527,0.1203779,0.11667765,0.13922183,0.43297538,0.10098282
55,0.053518016,0.27035567,0.054765437,0.061585438,0.056101408,0.14121391,0.09769333,0.11311708,0.3741703,0.11030197
56,0.06664213,0.3441288,0.06853925,0.060033917,0.050860483,0.1555728,0.08668676,0.09879254,0.31777686,0.1259837
57,0.07049745,0.3984633,0.074246526,0.054404847,0.043771323,0.15727626,0.07532782,0.08547909,0.27252823,0.13373911
58,0.06942503,0.4552914,0.07866612,0.05267005,0.04468888,0.16861033,0.06915035,0.076951966,0.23653777,0.12899181
59,0.0804759,0.49870738,0.086097285,0.05815789,0.05331684,0.18549573,0.06920702,0.07641278,0.22421959,0.12407323
60,0.07802752,0.5431038,0.08837723,0.056237306,0.051505417,0.16350535,0.062465724,0.070685156,0.24928129,0.10325613
61,0.07149151,0.5829176,0.09042137,0.05105032,0.04853845,0.12913412,0.05754234,0.06327641,0.29391226,0.091804035
62,0.06812513,0.6093051,0.09249111,0.04846761,0.04587493,0.103545375,0.05914787,0.06460956,0.3397858,0.082560696
63,0.061733015,0.6209641,0.083435565,0.045697875,0.042717155,0.08428919,0.061000347,0.070166014,0.37534523,0.076238126
64,0.057239205,0.6214756,0.07749742,0.043387495,0.040377013,0.069577485,0.062545955,0.07778107,0.38782078,0.07031527
65,0.056892697,0.614263,0.07546164,0.042194515,0.039472744,0.05836323,0.065216504,0.0890814,0.3767772,0.06618243
66,0.059186164,0.60662514,0.075198956,0.04285743,0.040215787,0.051586784,0.06906687,0.10448785,0.35105908,0.06504456
67,0.06248469,0.60257053,0.0745926,0.043631602,0.04042712,0.047545165,0.07258558,0.12151629,0.32130393,0.06574747
68,0.06670072,0.59934783,0.07407185,0.043026432,0.039357897,0.04410381,0.07523666,0.13950986,0.29073074,0.06745992
69,0.072268546,0.592757,0.074191265,0.040847305,0.0375862,0.0402796,0.077369265,0.1602148,0.25579277,0.069964424
70,0.07986502,0.57944506,0.07339632,0.0382552,0.03580184,0.036440868,0.078329064,0.18340044,0.2128553,0.07434893
71,0.088796034,0.55678815,0.07091677,0.034718283,0.032658707,0.033331044,0.07859858,0.20676741,0.16043253,0.07794614
72,0.09683287,0.53688675,0.06873975,0.030809661,0.029247263,0.029644383,0.082004845,0.22891542,0.11812148,0.07753984
73,0.10922024,0.50753444,0.07310682,0.030533386,0.029134061,0.028672196,0.09371245,0.25956863,0.09306359,0.07746143
74,0.11942346,0.47608796,0.07062163,0.031156776,0.02917158,0.028872753,0.10440824,0.2863842,0.07685714,0.076116875
75,0.10631742,0.44383442,0.05670031,0.028256787,0.02676358,0.024572596,0.112190254,0.3212877,0.058395598,0.06768906
76,0.08458316,0.41294265,0.05087412,0.02845172,0.027457949,0.022924485,0.124299414,0.3553289,0.047847472,0.061747555
77,0.07028771,0.37682444,0.049466956,0.032422084,0.03335211,0.025432002,0.14217189,0.38247833,0.050259408,0.062117383
78,0.05517197,0.34485996,0.04221325,0.040787388,0.044085074,0.034485005,0.16452746,0.43088865,0.05453598,0.06942914
79,0.03893286,0.30549672,0.035099618,0.046138044,0.055335637,0.042477567,0.18390624,0.48585194,0.060055606,0.07983538
80,0.034258686,0.28035644,0.033284403,0.051804617,0.066668004,0.04865503,0.2126226,0.5445423,0.06576641,0.08881157
81,0.03386836,0.27058136,0.031177474,0.05654222,0.0718346,0.050020345,0.24949895,0.6048299,0.0696377,0.09134434
82,0.037344944,0.2688855,0.031206407,0.06484075,0.08245009,0.055677705,0.29589313,0.65088534,0.07809945,0.096591316
83,0.03962599,0.26603156,0.033293594,0.07506423,0.093359426,0.06308387,0.3494386,0.6927287,0.09218024,0.09831387
84,0.041857176,0.2617562,0.03433527,0.07935838,0.099930264,0.065212436,0.4208196,0.7373054,0.1039168,0.09299014
85,0.043206494,0.25350222,0.03498047,0.0756597,0.10502966,0.06523595,0.47916627,0.77085733,0.1098811,0.08899138
86,0.042995512,0.2384707,0.036389306,0.07175139,0.115077704,0.0676176,0.5184705,0.7876058,0.11759209,0.09000409
87,0.03796457,0.2225927,0.036869697,0.06882803,0.12953793,0.07045088,0.56063056,0.7854428,0.12969089,0.08787926
88,0.036525637,0.22167532,0.039280053,0.075977504,0.15314968,0.08187345,0.58580196,0.7656639,0.1522916,0.09077836
89,0.038307462,0.24545988,0.04342245,0.09838315,0.18926635,0.10797643,0.6285747,0.74378574,0.17268881,0.09872499
90,0.045033116,0.2839614,0.052327156,0.13839507,0.23332559,0.13915436,0.68215895,0.71000886,0.17708479,0.11845274
91,0.07127034,0.3371491,0.07372896,0.1860082,0.28418404,0.16958095,0.72324,0.64785796,0.1668908,0.15672183
92,0.07841093,0.41857803,0.083552726,0.22376987,0.3347999,0.1902999,0.7436112,0.5602706,0.1549444,0.19718897
93,0.08506865,0.4981173,0.093868814,0.26129454,0.3954604,0.2261382,0.7322496,0.46261594,0.15669419,0.26870504
94,0.088830285,0.5679649,0.1068081,0.30978575,0.4526782,0.2566656,0.7082058,0.38909096,0.1585599,0.36201075
95,0.08783245,0.62858945,0.11908027,0.36756808,0.5058363,0.2985289,0.6775441,0.33245638,0.16160156,0.45927384
96,0.09177435,0.65887916,0.13702619,0.4215999,0.53973806,0.33966947,0.6156986,0.28313434,0.17004949,0.54185766
97,0.092956804,0.6770069,0.14378518,0.48632574,0.5895102,0.4039965,0.5381952,0.25580236,0.17729557,0.630339
98,0.079943396,0.66507274,0.1329923,0.5295324,0.6142063,0.456679,0.4213071,0.20115979,0.15896751,0.6775181
99,0.047469728,0.10882951,0.101986386,0.26304084,0.2436335,0.25128335,0.1495291,0.088119365,0.08268065,0.40574953
100,0.012035203,0.07060318,0.049689934,0.22242333,0.22159864,0.2046883,0.10643829,0.0754662,0.053208765,0.3610472
101,0.046287782,0.45921865,0.09892905,0.46671838,0.48508477,0.40365595,0.2168053,0.19860837,0.24695769,0.39736807
102,0.05066315,0.65468067,0.14278628,0.69576496,0.7112574,0.6342287,0.3040302,0.32944632,0.31736258,0.6693066
103,0.08224088,0.74215996,0.16329128,0.82519394,0.7846531,0.7721126,0.37487146,0.47321752,0.46699575,0.7659045
104,0.083062254,0.633385,0.17874761,0.8638751,0.8025339,0.8393314,0.3347141,0.43512517,0.43785283,0.78569925
105,0.07938118,0.50867945,0.18325599,0.863851,0.8009463,0.84929556,0.31476456,0.4182392,0.3881368,0.77276796
106,0.08648524,0.39853066,0.19115774,0.82582337,0.7517271,0.82245165,0.25472406,0.3774085,0.34917712,0.7423672
107,0.08324384,0.32910475,0.1832363,0.7677013,0.68462855,0.79090667,0.21702647,0.3465397,0.3034825,0.7177897
108,0.10811982,0.28536996,0.18476056,0.6718829,0.6033318,0.7141592,0.20960268,0.32266918,0.2543053,0.6310688
109,0.1123288,0.2298093,0.16993193,0.5940843,0.53295994,0.6423839,0.17565446,0.285923,0.21725166,0.56643975
110,0.11753274,0.18526559,0.1636571,0.5040431,0.4545152,0.55569345,0.14790411,0.24618798,0.1980556,0.48804906
111,0.12392618,0.1735328,0.17289586,0.4080832,0.38600835,0.48367497,0.14255364,0.21845014,0.19283704,0.4214079
112,0.12883902,0.16499932,0.17628339,0.3034491,0.3231251,0.39821646,0.14781156,0.19002059,0.20240054,0.3699927
113,0.13904695,0.18061338,0.18754233,0.22811395,0.2838539,0.31581026,0.15036134,0.16237319,0.21262613,0.32932895
114,0.14112763,0.20837934,0.19207351,0.17925082,0.24182466,0.26037517,0.14566705,0.14422955,0.21743812,0.28250661
115,0.13979767,0.23195802,0.19848798,0.14167508,0.20034893,0.21486926,0.1422833,0.13354793,0.22000244,0.25134066
116,0.1401543,0.24850081,0.20034394,0.10646072,0.16681878,0.17469837,0.1424936,0.12207767,0.22285217,0.22560267
117,0.1392329,0.2531717,0.19425158,0.08513595,0.14327504,0.14367431,0.14621255,0.11171626,0.22311623,0.21231395
118,0.15401964,0.2877391,0.20799717,0.07763854,0.13951644,0.13805987,0.16844223,0.11680838,0.21889718,0.19347239
119,0.15377589,0.29465818,0.19993034,0.0619713,0.107591785,0.119505614,0.16489787,0.115314566,0.19617017,0.17956442
120,0.17544854,0.28452107,0.2087968,0.062715225,0.09952618,0.11384097,0.17051958,0.12438408,0.17808181,0.18221812
121,0.1957633,0.26702732,0.20507823,0.0594342,0.083047435,0.10274487,0.15523195,0.12452992,0.16137885,0.1768128
122,0.21320932,0.25338885,0.21015394,0.058687665,0.080825634,0.09797949,0.14496467,0.12366445,0.15599087,0.17093246
123,0.22604546,0.24659339,0.21491066,0.062092513,0.08220591,0.09644494,0.13419089,0.115638606,0.15519851,0.17034858
124,0.23814741,0.23198444,0.23113628,0.06250184,0.07833574,0.08922377,0.120785356,0.10533963,0.13857767,0.17160013
125,0.25010037,0.21056977,0.25810388,0.062357355,0.07508659,0.08415649,0.10291375,0.09267443,0.11833833,0.18229774
126,0.26550278,0.19723834,0.30319288,0.068283804,0.07942465,0.08718933,0.091365315,0.08542309,0.10190109,0.2025109
127,0.2849139,0.1878045,0.35501158,0.073236376,0.07970007,0.08783855,0.07788545,0.07379884,0.0890121,0.2246903
128,0.30669484,0.18070051,0.40460268,0.081277266,0.08172024,0.090289965,0.06838921,0.06485733,0.083245516,0.24917284
129,0.33647865,0.170303,0.4526125,0.086369336,0.08097971,0.09116924,0.062520035,0.05794065,0.080072284,0.27492025
130,0.38721475,0.15052895,0.49651116,0.08792955,0.07799222,0.090542,0.062362593,0.055483453,0.07880797,0.29510733
131,0.46473986,0.14015566,0.5458202,0.09141877,0.0762166,0.08902185,0.06503801,0.057451654,0.079965934,0.31784242
132,0.55595076,0.13481842,0.5817401,0.090689056,0.07406236,0.0891388,0.06882466,0.061201565,0.07952565,0.32725656
133,0.64155483,0.13732792,0.61801434,0.08896127,0.07470739,0.0899398,0.07732422,0.07031049,0.077739514,0.32212093
134,0.7239651,0.14309773,0.66682875,0.0910595,0.07804129,0.089212835,0.091140635,0.085099064,0.074843705,0.30825266
135,0.809601,0.15225957,0.725598,0.09210527,0.0810894,0.08662842,0.10270383,0.102286994,0.072398126,0.29792935
136,0.86561185,0.1644635,0.78174996,0.086694725,0.078287244,0.088202834,0.118168004,0.11453791,0.07272245,0.27116823
137,0.89997774,0.17067954,0.8402827,0.088051856,0.07921193,0.09540706,0.139046,0.13108209,0.08355873,0.23520438
138,0.90019476,0.17140082,0.88661164,0.09727448,0.0887458,0.104146264,0.14322092,0.14017358,0.09957111,0.21226743
139,0.86928916,0.18458332,0.89816076,0.100288235,0.095577806,0.11443602,0.14361742,0.14513846,0.12290246,0.19188939
140,0.82429737,0.18028641,0.8865958,0.09101847,0.09694628,0.117310636,0.13380599,0.13725415,0.1383883,0.16666444
141,0.77801895,0.17994957,0.87295794,0.088693835,0.10573887,0.118325606,0.13200593,0.13611388,0.16728294,0.14715378
142,0.69999236,0.17913175,0.8431199,0.088362694,0.11499021,0.117726505,0.12504128,0.12628296,0.20507431,0.12702163
143,0.5959219,0.16839884,0.78913045,0.08348542,0.12046719,0.11305918,0.11390275,0.1082069,0.25140277,0.1025969
144,0.50204515,0.15313794,0.7125332,0.077752374,0.12053416,0.106210046,0.101887815,0.094067626,0.30726233,0.08429582
145,0.39767462,0.13828033,0.6106716,0.069975786,0.1089038,0.09432105,0.09671208,0.090026975,0.3794663,0.0722354
146,0.2864498,0.11845005,0.48895407,0.060107954,0.09206303,0.084196664,0.09080485,0.08863109,0.43847346,0.06222526
147,0.20456341,0.09567361,0.394876,0.0577357,0.09074792,0.0861061,0.08978825,0.09653041,0.47311816,0.05755143
148,0.13206212,0.0753723,0.3087751,0.054116026,0.0929152,0.086501986,0.085204825,0.0989563,0.50643915,0.05249463
149,0.07515035,0.05926917,0.21796764,0.0511549,0.0902699,0.08719799,0.081718266,0.09955134,0.5350672,0.049602892
150,0.044092875,0.049994137,0.14628464,0.049637184,0.085276656,0.08883664,0.080294944,0.10235824,0.5404559,0.048145205
151,0.032212988,0.055729296,0.094709866,0.052305087,0.080790855,0.09401177,0.08242514,0.11578719,0.5167036,0.056987442
152,0.026180943,0.06479308,0.05638978,0.052819997,0.06950519,0.09759305,0.08426523,0.12143555,0.49258178,0.05965696
153,0.029032981,0.07611559,0.040618654,0.05061455,0.056894254,0.104277484,0.08278387,0.11807013,0.4832306,0.06294483
154,0.030564053,0.10212017,0.033345893,0.045346264,0.044601742,0.11158303,0.0772027,0.104691505,0.482083,0.05937568
155,0.03293157,0.12841088,0.038375556,0.049128037,0.045805033,0.1310752,0.075522475,0.10244857,0.4625992,0.06615074
156,0.0351697,0.17491147,0.040659033,0.05398922,0.048417993,0.15700044,0.076109,0.09978207,0.4281809,0.07586788
157,0.038391195,0.23286954,0.04604004,0.05790386,0.05102884,0.18642683,0.07408166,0.099740766,0.37308162,0.08665979
158,0.037119426,0.29439214,0.05042035,0.050283737,0.043000758,0.20497899,0.06285355,0.07835929,0.33367822,0.07954006
159,0.036428448,0.36809355,0.06133103,0.050785895,0.040633466,0.22425888,0.054898437,0.06204948,0.30081686,0.071034625
160,0.040417314,0.41750473,0.07002859,0.05637589,0.044810656,0.22800055,0.053351164,0.059583038,0.2765586,0.07310086
161,0.039596632,0.46501315,0.068544865,0.056661066,0.045418475,0.22025526,0.0538754,0.059277035,0.25310925,0.07673929
162,0.039683763,0.5085556,0.06799493,0.056459907,0.046364103,0.20522678,0.05334561,0.05985657,0.23031184,0.080750376
163,0.04109615,0.5316333,0.0706496,0.053627055,0.045891374,0.17546721,0.052560914,0.059156965,0.21619028,0.0797778
164,0.03919371,0.54066193,0.069791555,0.052705895,0.04662192,0.1461069,0.052035734,0.057030838,0.21192329,0.07869606
165,0.038312513,0.5474941,0.06764635,0.051138658,0.04638695,0.121371165,0.05278272,0.057483666,0.21786475,0.08023734
166,0.0375601,0.55197525,0.06486723,0.047472946,0.045165617,0.099641494,0.055725332,0.062209442,0.22953448,0.08177029
167,0.037943665,0.5508812,0.06322955,0.04491992,0.0448179,0.0830918,0.060477495,0.0705601,0.23912536,0.08366977
168,0.039229263,0.5476076,0.063034624,0.043015957,0.044468325,0.07237351,0.06473191,0.08006437,0.24391675,0.08552548
169,0.040636666,0.5446709,0.06350244,0.041154515,0.043549545,0.06542393,0.068048626,0.09006243,0.24200898,0.08757471
170,0.042864196,0.5424515,0.06470139,0.0394476,0.041891366,0.059890524,0.07183061,0.10224381,0.23243485,0.08962885
171,0.045391116,0.53822947,0.06479588,0.0378012,0.039847918,0.054515924,0.07654743,0.117795825,0.21667206,0.09073574
172,0.047663268,0.5262278,0.06379872,0.03616545,0.038565885,0.049930334,0.081654236,0.13775456,0.19241793,0.09090018
173,0.049545355,0.5093051,0.0622338,0.033618085,0.037650134,0.046750132,0.08516049,0.1590715,0.16307606,0.08983594
174,0.052937556,0.4971276,0.06199135,0.031171909,0.03600475,0.04622141,0.08798397,0.17652005,0.13925461,0.08749653
175,0.054380804,0.4757585,0.060768858,0.030026644,0.034927074,0.04833995,0.090985924,0.18546534,0.12322087,0.08084459
176,0.04763799,0.44465384,0.05172444,0.02920392,0.035061814,0.048083667,0.094672844,0.19116814,0.11355401,0.06947161
177,0.036851715,0.41020134,0.040579688,0.02762039,0.036835615,0.044450264,0.102500625,0.20146805,0.10244852,0.059332512
178,0.035430808,0.37856045,0.03915572,0.03040474,0.04331976,0.047566723,0.11754117,0.21973132,0.101924956,0.057621054
179,0.0363279,0.3522804,0.037261248,0.033895645,0.048984997,0.050132174,0.13913856,0.2560969,0.10578575,0.059461657
180,0.03564978,0.3317282,0.03384887,0.04304824,0.06125995,0.060560446,0.18032153,0.32666802,0.11830427,0.06669542
181,0.032138523,0.30993167,0.03202482,0.04831228,0.0698039,0.06330947,0.22130242,0.40644193,0.1266306,0.071466684
182,0.0323012,0.29746097,0.031615656,0.056722708,0.0828493,0.06781975,0.2815648,0.48721227,0.13290918,0.07385648
183,0.03132302,0.28688303,0.02907044,0.06689205,0.09361107,0.07217548,0.3533271,0.5738097,0.14047064,0.075034305
184,0.026520122,0.27246958,0.025366455,0.07341054,0.10040514,0.076135494,0.42807582,0.66484237,0.14435661,0.074751444
185,0.02501907,0.26984647,0.023245474,0.08011895,0.111541174,0.08536397,0.5155317,0.74310184,0.15070613,0.075482555
186,0.028566057,0.27764034,0.025966343,0.08968799,0.1252617,0.09862289,0.60906935,0.8156152,0.16402657,0.07329093
187,0.03331113,0.2766959,0.03158523,0.09839457,0.14691189,0.11515378,0.68422663,0.87794924,0.18191797,0.069386154
188,0.03699831,0.2721572,0.036697946,0.11995247,0.17574981,0.13478142,0.72155064,0.9066012,0.20692475,0.071435854
189,0.038463734,0.28322545,0.044031236,0.14619954,0.20489472,0.1604101,0.71749556,0.89598775,0.23919427,0.077581786
190,0.042474553,0.30215338,0.05459327,0.16866918,0.23866457,0.1804424,0.7013312,0.8437184,0.2789279,0.089023784
191,0.053834558,0.32435068,0.058625493,0.1949241,0.2674251,0.19646819,0.6983607,0.7635024,0.2992284,0.10884631
192,0.06525866,0.35590723,0.064839505,0.2254194,0.3061951,0.21952115,0.6832085,0.6578966,0.32592717,0.13003586
193,0.066739015,0.40927917,0.06754859,0.26896402,0.36159247,0.23446625,0.6766045,0.56843114,0.34342405,0.154994
194,0.06770119,0.47857398,0.074874856,0.3219802,0.41847467,0.255529,0.65853286,0.48251396,0.33594403,0.19695853
195,0.06419196,0.5611009,0.08237162,0.37621793,0.47095022,0.2748651,0.6293523,0.41435513,0.32571262,0.2603533
196,0.065329745,0.6351393,0.09496311,0.4318334,0.51705575,0.28893816,0.5873818,0.36322483,0.31389225,0.33176643
197,0.064409904,0.6928624,0.10354259,0.4888965,0.5667649,0.3039679,0.5411351,0.3216259,0.30141753,0.40992534
198,0.060748268,0.7310676,0.10891469,0.5478092,0.6299384,0.3309563,0.5005539,0.29394397,0.29785213,0.49131095
199,0.0551749,0.7521035,0.11521719,0.61848277,0.6947194,0.36577857,0.45252767,0.2682476,0.2940824,0.5720485
200,0.04791706,0.7168611,0.10374568,0.6351749,0.6942588,0.3655198,0.36984465,0.2255035,0.2633043,0.5700282
201,0.030563647,0.11946131,0.0890891,0.343697,0.31097132,0.18935002,0.14024825,0.11367099,0.123144306,0.25091314
202,0.046122316,0.45217207,0.09515595,0.5403788,0.5538801,0.4410393,0.24649794,0.23961288,0.25337717,0.47422087
203,0.062932976,0.594979,0.13885832,0.72221416,0.7174504,0.62990165,0.37454516,0.35048413,0.3075997,0.67500395
204,0.070627406,0.6790797,0.15957879,0.83838606,0.8051416,0.74204046,0.3834621,0.4349891,0.39759842,0.765112
205,0.08047263,0.5886853,0.17705268,0.8745141,0.81260306,0.81824785,0.3418872,0.42020124,0.3976182,0.7918059
206,0.077024885,0.4732051,0.17887926,0.8821165,0.81792516,0.86820275,0.30020103,0.39774188,0.37904787,0.7726744
207,0.08708272,0.37500644,0.18077402,0.8374359,0.7617381,0.8426537,0.22360748,0.35125923,0.34474367,0.7172765
208,0.083951235,0.32079023,0.16480547,0.7892224,0.70687646,0.8142975,0.1910036,0.32728055,0.29416597,0.6936001
209,0.105742395,0.27143002,0.1575422,0.69708824,0.62653553,0.7137719,0.18618073,0.30046016,0.24457426,0.6042818
210,0.108834215,0.22821726,0.14583553,0.6155475,0.5479406,0.61840194,0.15190099,0.2606159,0.20556353,0.5299281
211,0.114243425,0.18126743,0.1532841,0.5200752,0.4600055,0.5273628,0.1343334,0.2342722,0.17352624,0.45918828
212,0.12399614,0.16700377,0.16653703,0.4164033,0.3864814,0.4525581,0.13352375,0.2094538,0.16167963,0.39481786
213,0.13169283,0.16556402,0.17129259,0.3235826,0.3339015,0.38190255,0.13377286,0.17521207,0.16909355,0.3492538
214,0.14254989,0.17581034,0.18201084,0.2564582,0.29805943,0.32544622,0.12816948,0.1410114,0.1732825,0.3251314
215,0.14729854,0.18901162,0.18729508,0.19818307,0.25372753,0.2715166,0.12246346,0.11488256,0.17743902,0.29670823
216,0.15209019,0.21719663,0.19652617,0.16405636,0.21741967,0.23316479,0.12690054,0.10112065,0.19179547,0.28654543
217,0.15946254,0.2451174,0.2038522,0.1330914,0.1835696,0.19663514,0.13446912,0.09238385,0.21675795,0.27681112
218,0.1720654,0.260834,0.20112276,0.10836024,0.15624198,0.15743247,0.14769533,0.08798669,0.26043156,0.26572832
219,0.20108207,0.28985476,0.21907705,0.09472443,0.14426482,0.14763851,0.16565499,0.09157764,0.2818267,0.24628282
220,0.2229584,0.28293616,0.21099995,0.07195733,0.10592112,0.11975897,0.1641713,0.08732372,0.27845514,0.2245041
221,0.2673524,0.27588832,0.2148695,0.07112633,0.10007252,0.11327372,0.1737993,0.09473457,0.24458374,0.21998954
222,0.30353352,0.2713703,0.20572604,0.061389368,0.084840894,0.09676533,0.15613432,0.08947679,0.17993368,0.2131383
223,0.33861798,0.27281475,0.20753251,0.06274822,0.0806929,0.09048151,0.14761402,0.087013684,0.12865897,0.21257444
